No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),ペット可の根拠,広域自治体(日),Region (EN),市郡区(日),City/District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
320,ペンション,Pension,ヨスステイモン愛犬ペンション,Yeosu Stay Meong Dog Pension,여수스테이멍애견펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 향일암로 721,,,,34.624159,127.791733,,93,"https://www.google.com/maps/search/?api=1&query=34.624159,127.791733",펜션
321,ペンション,Pension,ヨスアイランド愛犬同伴ペンション,Yeosu Island Dog Friendly Pension,여수아일랜드애견동반펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 화양면 옥천로 1063-15,1833-9306,,https://ysisland.kr,34.74428,127.585118,,6,"https://www.google.com/maps/search/?api=1&query=34.74428,127.585118",펜션
322,ペンション,Pension,ウドゥリポペッ 愛犬ペンション,Uduripopet Dog Pension,우두리포펫 애견펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 돌산로 3508,010-9077-7173,,https://uduripet.imweb.me,34.725124,127.747592,4.2,64,"https://www.google.com/maps/search/?api=1&query=34.725124,127.747592",펜션
323,宿泊施設,Accommodation,ホヤステイ,Hoya Stay,호야스테이,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 국동남6길 49-10,010-7359-5202,https://www.instagram.com/hoya_stay,,34.727032,127.719087,3.0,283,"https://www.google.com/maps/search/?api=1&query=34.727032,127.719087",숙박
324,ペンション,Pension,ファヤンヨンガステイ,Hwayangyeonga Stay,화양연가스테이,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 화양면 화양로 1328-23,010-9897-1441,https://www.instagram.com/yeonga_stay/,,34.699235,127.61276,5.0,6,"https://www.google.com/maps/search/?api=1&query=34.699235,127.61276",펜션
325,ペンション,Pension,ソランノモジャヨンソグロ,Soranneomeojayeonsogeuro,솔안넘어자연속으로,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨングァン郡,Yeonggwang-gun,전남광주통합특별시 영광군 법성면 용성월산로6길 153-16,010-6623-3480,,,35.358213,126.511426,5.0,5,"https://www.google.com/maps/search/?api=1&query=35.358213,126.511426",펜션
326,宿泊施設,Accommodation,ヨンアミョンフィハノクペンション,Yeongamyeonhuihanok Pension,영암연희한옥펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨンアム郡,Yeongam-gun,전남광주통합특별시 영암군 군서면 왕인로 690-17,010-2357-2315,,http://yeonheehanok.imweb.me,34.7737,126.645222,5.0,108,"https://www.google.com/maps/search/?api=1&query=34.7737,126.645222",한옥숙소
327,宿泊施設,Accommodation,ワンドルミアホテルエンリゾート,Wandorumia Hotel Aen Resort,완도루미아호텔앤리조트,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ワンド郡,Wando-gun,전남광주통합특별시 완도군 신지면 울몰길 49,061-554-1000,,,34.331059,126.834364,4.4,25,"https://www.google.com/maps/search/?api=1&query=34.331059,126.834364","콘도,리조트"
328,ペンション,Pension,ソルレイクペンション,Solleikeu Pension,솔레이크펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,チャンソン郡,Jangseong-gun,전남광주통합특별시 장성군 삼계면 정각길 9,0502-5552-4655,,http://www.sollake.co.kr,35.247356,126.675165,,0,"https://www.google.com/maps/search/?api=1&query=35.247356,126.675165",펜션
329,ペンション,Pension,ホンギルドンゴンガンペンション,Honggildonggeongang Pension,홍길동건강펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,チャンソン郡,Jangseong-gun,전남광주통합특별시 장성군 황룡면 금호초지길 24-31,010-7185-1886,,,35.326232,126.719341,5.0,155,"https://www.google.com/maps/search/?api=1&query=35.326232,126.719341",펜션
330,ペンション,Pension,コルドマウンチンハウス,Goldeumauntin House,골드마운틴하우스,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,チンド郡,Jindo-gun,전남광주통합특별시 진도군 고군면 원포길 226,010-4663-8605,,http://jindorest.com,34.481916,126.377273,4.8,29,"https://www.google.com/maps/search/?api=1&query=34.481916,126.377273",펜션
331,宿泊施設,Accommodation,クムホファスンスパリゾート,Geumhohwasunseupa Resort,금호화순스파리조트,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ファスン郡,Hwasun-gun,전남광주통합특별시 화순군 백아면 옥리길 14-21,061-370-5000,,https://www.kumhoresort.co.kr,35.163467,127.083844,4.0,91,"https://www.google.com/maps/search/?api=1&query=35.163467,127.083844",금호리조트
332,ペンション,Pension,愛犬同伴 ペンション,Dog Friendly Pension,애견동반 펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ファスン郡,Hwasun-gun,전남광주통합특별시 화순군 한천면 용암길 48-27,,,,34.971493,126.991595,,0,"https://www.google.com/maps/search/?api=1&query=34.971493,126.991595",펜션
333,ペンション,Pension,ステイポレスト 愛犬ペンション,Stay Poreseuteu Dog Pension,스테이포레스트 애견펜션,地図データに明記,全北特別自治道,Jeonbuk,クンサン市,Gunsan-si,전북특별자치도 군산시 옥구읍 옥구남로 31-16,063-466-1993,http://www.instagram.com/gunsan_littleforest,,35.919992,126.686543,,11,"https://www.google.com/maps/search/?api=1&query=35.919992,126.686543",펜션
334,ホテル,Hotel,ホテルナウン,Hotel Naun,호텔나운,地図データに明記,全北特別自治道,Jeonbuk,クンサン市,Gunsan-si,전북특별자치도 군산시 현충로 84,010-2954-2744,https://www.instagram.com/hotel_naun/,,35.962663,126.689432,4.6,68,"https://www.google.com/maps/search/?api=1&query=35.962663,126.689432",호텔
335,宿泊施設,Accommodation,サギェオクセム,Sagyeoksaem,사계옥샘,地図データに明記,全北特別自治道,Jeonbuk,ナムォン市,Namwon-si,전북특별자치도 남원시 옥샘길 42-21,0502-5553-8185,,https://link.inpock.co.kr/4seasons_oksaem,35.411077,127.387617,,64,"https://www.google.com/maps/search/?api=1&query=35.411077,127.387617",한옥숙소
336,ペンション,Pension,インカペンション,Ingka Pension,잉카펜션,地図データに明記,全北特別自治道,Jeonbuk,ムジュ郡,Muju-gun,전북특별자치도 무주군 적상면 치마재로 328-8,010-4650-8434,,https://incaps.kr/,35.925623,127.703066,5.0,12,"https://www.google.com/maps/search/?api=1&query=35.925623,127.703066",펜션
337,ペンション,Pension,プアン ピョンサンプロバンス愛犬ペンション,Buan Byeonsanpeurobangseu Dog Pension,부안 변산프로방스애견펜션,店名から判断,全北特別自治道,Jeonbuk,プアン郡,Buan-gun,전북특별자치도 부안군 변산면 변산로 3209-1,,,,35.600505,126.485648,4.0,35,"https://www.google.com/maps/search/?api=1&query=35.600505,126.485648",펜션
338,ペンション,Pension,テンデンポレスト,Daengdaengporeseuteu,댕댕포레스트,地図データに明記,全北特別自治道,Jeonbuk,ワンジュ郡,Wanju-gun,전북특별자치도 완주군 운주면 숯고개길 370-1,010-8252-7206,,https://blog.naver.com/dengdengforest,36.095477,127.336455,,31,"https://www.google.com/maps/search/?api=1&query=36.095477,127.336455",펜션
339,ペンション,Pension,テルルナ,Delluna,델루나,地図データに明記,全北特別自治道,Jeonbuk,ワンジュ郡,Wanju-gun,전북특별자치도 완주군 소양면 송광수만로 169,063-246-7134,,http://www.delluna.kr/,35.876521,127.244168,5.0,24,"https://www.google.com/maps/search/?api=1&query=35.876521,127.244168",펜션
340,ペンション,Pension,チオマイペッ,Dieo My Pet,디어마이펫,地図データに明記,全北特別自治道,Jeonbuk,ワンジュ郡,Wanju-gun,전북특별자치도 완주군 상관면 월암길 30-42,010-4796-6534,,,35.777899,127.204845,5.0,27,"https://www.google.com/maps/search/?api=1&query=35.777899,127.204845",펜션
341,ペンション,Pension,イスペンション,Isu Pension,이수펜션,地図データに明記,全北特別自治道,Jeonbuk,ワンジュ郡,Wanju-gun,전북특별자치도 완주군 상관면 상관소양로 691-10,010-7679-3240,,https://blog.naver.com/eunsill2009,35.812776,127.25208,5.0,1,"https://www.google.com/maps/search/?api=1&query=35.812776,127.25208",펜션
342,ペンション,Pension,イクサン タルグァ7ペンス,Iksan Dalgwa 7 Penseu,익산 달과7펜스,地図データに明記,全北特別自治道,Jeonbuk,イクサン市,Iksan-si,전북특별자치도 익산시 삼기면 현동길 4,010-4807-5241,https://www.instagram.com/moon_7pence,,36.024534,127.017112,,22,"https://www.google.com/maps/search/?api=1&query=36.024534,127.017112",펜션
343,ホテル,Hotel,メジョンドオニュホテル チョンジュハノンマウルジョム,Mejongdeuonyu Hotel Jeonjuhanongmaeuljeom,메종드온유호텔 전주한옥마을점,地図データに明記,全北特別自治道,Jeonbuk,チョンジュ市トクジン区,Jeonju-si Deokjin-gu,전북특별자치도 전주시 덕진구 아중4길 9-3,070-7709-7192,https://www.instagram.com/maisonde_onu/,,35.830336,127.174392,4.5,151,"https://www.google.com/maps/search/?api=1&query=35.830336,127.174392",호텔
344,ペンション,Pension,ランナン&ランゲ,Rangnang & Ranggae,랑랑&랑개,地図データに明記,全北特別自治道,Jeonbuk,チョンジュ市ワンサン区,Jeonju-si Wansan-gu,전북특별자치도 전주시 완산구 객원길 57-28,010-9634-4653,,https://blog.naver.com/125ranggae,35.795942,127.1734,,4,"https://www.google.com/maps/search/?api=1&query=35.795942,127.1734",펜션
345,宿泊施設,Accommodation,チョンジュ一棟貸しペンション トキナ,Jeonju Whole House Pension Deokina,전주독채펜션 더키나,地図データに明記,全北特別自治道,Jeonbuk,チョンジュ市ワンサン区,Jeonju-si Wansan-gu,전북특별자치도 전주시 완산구 신기마을길 31-1,010-3655-0224,,https://m.blog.naver.com/pkina1/222409699079,35.772656,127.130743,5.0,7,"https://www.google.com/maps/search/?api=1&query=35.772656,127.130743",숙박
346,ホテル,Hotel,チョンジュホテルタビン,Jeonju Hotel Dabin,전주호텔다빈,地図データに明記,全北特別自治道,Jeonbuk,チョンジュ市ワンサン区,Jeonju-si Wansan-gu,전북특별자치도 전주시 완산구 팔달로 160,063-229-8000,,https://booking.naver.com/booking/3/bizes/1015446,35.816792,127.147813,3.9,12,"https://www.google.com/maps/search/?api=1&query=35.816792,127.147813",호텔
347,民宿,Minbak,ソテジョン ロウハウス,Sotaejeong Rou House,소태정 로우하우스,地図データに明記,全北特別自治道,Jeonbuk,チナン郡,Jinan-gun,전북특별자치도 진안군 부귀면 소태정길 121-2,010-7531-2904,,http://blog.naver.com/loudevil,35.852336,127.329577,,0,"https://www.google.com/maps/search/?api=1&query=35.852336,127.329577",민박
348,ペンション,Pension,カムニュメ,Gamunyume,가문유메,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 염돈로 63-6,010-5034-8798,,,33.254587,126.49162,5.0,111,"https://www.google.com/maps/search/?api=1&query=33.254587,126.49162",펜션
349,ペンション,Pension,コソン2119,Goseong 2119,고성2119,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 성산읍 서성일로1136번길 10-1,010-4693-5404,,https://blog.naver.com/mjjinu,33.444023,126.899753,,7,"https://www.google.com/maps/search/?api=1&query=33.444023,126.899753",펜션
350,宿泊施設,Accommodation,クリノリヴィレッジ,Geurineori Village,그리너리빌리지,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 소보리당로 200,010-4855-2628,,https://m.blog.naver.com/shf1210,33.261579,126.384151,4.8,71,"https://www.google.com/maps/search/?api=1&query=33.261579,126.384151",숙박
351,ペンション,Pension,プルランヂヤ,Beullandiya,블란디야,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 법환로 15,064-739-1182,https://www.instagram.com/blandiya2023/,,33.236624,126.513565,3.0,89,"https://www.google.com/maps/search/?api=1&query=33.236624,126.513565",펜션
352,ペンション,Pension,ソグィポ タワプールヴィラ愛犬同伴ペンション,Seogwipo Dawa Pool Villa Dog Friendly Pension,서귀포 다와풀빌라애견동반펜션,店名から判断,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 안덕면 소기왓로 81-4,010-5276-1903,,http://www.jejudawa.kr,33.242396,126.368051,3.5,160,"https://www.google.com/maps/search/?api=1&query=33.242396,126.368051",펜션
353,ペンション,Pension,ソグィポヌルバダ愛犬同伴ペンション,Seogwiponeulbada Dog Friendly Pension,서귀포늘바다애견동반펜션,店名から判断,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 안덕면 대평로 38,070-4364-9474,,http://www.oceanlogps.kr,33.237243,126.363609,4.3,63,"https://www.google.com/maps/search/?api=1&query=33.237243,126.363609",펜션
354,ペンション,Pension,スェソッカクチョニルペンション,Soesokkakcheonil Pension,쇠소깍천일펜션,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 남원읍 하례로 100,,,,33.258858,126.624371,4.8,0,"https://www.google.com/maps/search/?api=1&query=33.258858,126.624371",펜션
355,ペンション,Pension,スィムモンステイ,Swimmeong Stay,쉼멍스테이,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 대정읍 신영로 16-14,0502-5551-8650,,http://pf.kakao.com/_yabQb,33.223636,126.245981,5.0,27,"https://www.google.com/maps/search/?api=1&query=33.223636,126.245981",펜션
356,ペンション,Pension,ステイパンハナ,Stay Banhana,스테이반하나,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 남원읍 태신해안로 129,0503-7153-9631,,,33.292085,126.762313,4.9,34,"https://www.google.com/maps/search/?api=1&query=33.292085,126.762313",펜션
357,民宿,Minbak,ステイイドン,Stay Ideun,스테이이든,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 표선면 일주동로 5675,010-8011-5856,,https://stayeden.co.kr/,33.338049,126.844125,,20,"https://www.google.com/maps/search/?api=1&query=33.338049,126.844125",민박
358,ペンション,Pension,ッシエルロペンション,Ssiello Pension,씨엘로펜션,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 남원읍 신례로 101-4,010-3220-0505,,,33.27509,126.638351,4.5,19,"https://www.google.com/maps/search/?api=1&query=33.27509,126.638351",펜션
359,ペンション,Pension,アランチア ペンション,Aranchia Pension,아란치아 펜션,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 염돈로 65,010-2578-3164,,,33.254591,126.491986,,40,"https://www.google.com/maps/search/?api=1&query=33.254591,126.491986",펜션
