No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,最寄り駅(日),Nearest station (EN),駅まで(m),広域自治体(日),Region (EN),市郡区(日),City/District (EN),エリア(日),Area (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
1013,ごはん/Meal,オボクダン アンサン,Obokdang Ansan,오복당 안산,中華,Chinese,中華,Chinese,店内OK / Indoors OK,なし/No,コジャン（古桟）,Gojan,860,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,경기도 안산시 단원구 광덕2로 163-5 110호,070-8250-8345,https://www.instagram.com/obokdang_adore,,37.310471,126.828581,店舗単位,3.8,23,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.310471,126.828581",https://map.naver.com/p/search/오복당%20안산%20경기도%20안산시%20단원구%20광덕2로%20163-5%20110호,https://www.diningcode.com/profile.php?rid=ps6T3pyGmbQC,중식
1014,カフェ/Cafe,カフェクレコ&コムグプダン,Cafe Geureko & Gomgupdang,카페그레코&곰굽당,カフェ,Cafe,,,店内OK / Indoors OK,なし/No,コジャン（古桟）,Gojan,840,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,경기도 안산시 단원구 광덕서로 48,070-7765-7027,https://www.instagram.com/grecokorea/,,37.309973,126.827047,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.309973,126.827047",https://map.naver.com/p/search/카페그레코&곰굽당%20경기도%20안산시%20단원구%20광덕서로%2048,,
1015,カフェ/Cafe,カフェオウン アンサン,Cafe Oeun Ansan,카페오은 안산,カフェ,Cafe,,,店内OK / Indoors OK,なし/No,コジャン（古桟）,Gojan,570,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,경기도 안산시 단원구 광덕서로 96 209호 일부,,,,37.313222,126.827632,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.313222,126.827632",https://map.naver.com/p/search/카페오은%20안산%20경기도%20안산시%20단원구%20광덕서로%2096%20209호%20일부,https://www.diningcode.com/profile.php?rid=PvXJ9WYB7Ybh,
1016,カフェ/Cafe,ラペルマタ アンサン,La fermata,라페르마타 안산,スイーツ,Sweets,カフェ・フィナンシェ,"Cafe, Financier",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,アンサン市サンノク区,Ansan-si Sangnok-gu,ウォルピドン,Wolpi-dong,경기도 안산시 상록구 안산천동로2길 9 1층,0507-1387-4846,https://www.instagram.com/cafe_lafermata,,37.333707,126.849362,店舗単位,4.5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.333707,126.849362",https://map.naver.com/p/search/라페르마타%20안산%20경기도%20안산시%20상록구%20안산천동로2길%209%201층,https://www.diningcode.com/profile.php?rid=EYg787AbdUk7,"카페, 휘낭시에"
1017,ごはん/Meal,センファルグァン,Saenghwalgwan,생활관,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ハンデアプ（漢大前）,Hanyang University at Ansan,110,京畿道,Gyeonggi-do,アンサン市サンノク区,Ansan-si Sangnok-gu,イドン,I-dong,경기도 안산시 상록구 이동공원로 35,070-8657-0601,http://www.instagram.com/insidethevillage,,37.31023,126.854672,地区中心,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.31023,126.854672",https://map.naver.com/p/search/생활관%20경기도%20안산시%20상록구%20이동공원로%2035,,
1018,カフェ/Cafe,アンニョンペルトCafe,Annyeongpelteu Cafe,안녕펠트Cafe,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,サンロクス（常緑樹）,Sangnoksu,370,京畿道,Gyeonggi-do,アンサン市サンノク区,Ansan-si Sangnok-gu,ポノドン,Bono-dong,경기도 안산시 상록구 본삼로 11,0503-7154-4775,,https://idus.kr/KRbTk,37.300932,126.863316,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.300932,126.863316",https://map.naver.com/p/search/안녕펠트Cafe%20경기도%20안산시%20상록구%20본삼로%2011,,
1019,カフェ/Cafe,プルルム,Prep House,블룸,カフェ,Cafe,カフェ・アモンドクリームラテ,"Cafe, Amondeu Cream Latte",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,アンソン市,Anseong-si,ソクジョンドン,Seokjeong-dong,경기도 안성시 아양1길 14 1층,070-4288-2970,https://www.instagram.com/prephouse_cafe/profilecard/,,37.009235,127.255996,店舗単位,4.5,4,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.009235,127.255996",https://map.naver.com/p/search/블룸%20경기도%20안성시%20아양1길%2014%201층,https://www.diningcode.com/profile.php?rid=aXFfVCATctSY,"카페, 아몬드크림라떼"
1020,カフェ/Cafe,アンスベーカリー スターピルドアンソンジョム,Anseu Bakery Star Pildeuanseongjeom,안스베이커리 스타필드안성점,ベーカリー,Bakery,塩パン・ベーカリーカフェ,"Salt Bread, Bakery Cafe",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,アンソン市,Anseong-si,ソドン,Seo-dong,경기도 안성시 공도읍 서동대로 3930-39 스타필드 안성점 1층,,,,36.994204,127.148304,店舗単位,4.1,12,一般飲食店,"https://www.google.com/maps/search/?api=1&query=36.994204,127.148304",https://map.naver.com/p/search/안스베이커리%20스타필드안성점%20경기도%20안성시%20공도읍%20서동대로%203930-39%20스타필드%20안성점%201층,https://www.diningcode.com/profile.php?rid=1r6Det6l0bWV,"소금빵, 베이커리카페"
1021,ごはん/Meal,カスドン ポムギェ,Gaseudeung Beomgye,가스등 범계,バー・居酒屋,Bar & Pub,居酒屋・パブ,"Bar, Pub",店内OK / Indoors OK,なし/No,ポムギェ,Beomgye,370,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,ホギェドン,Hogye-dong,경기도 안양시 동안구 평촌대로211번길 16 삼희월드프라자 제지하 1층 101호 가스등,,http://www.instagram.com/gaslamp__,,37.390377,126.955032,店舗単位,5,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.390377,126.955032",https://map.naver.com/p/search/가스등%20범계%20경기도%20안양시%20동안구%20평촌대로211번길%2016%20삼희월드프라자%20제지하%201층%20101호%20가스등,https://www.diningcode.com/profile.php?rid=nfNQDSmo8s02,"술집, 펍"
1022,カフェ/Cafe,メジョンペポ ピョンチョンハグォンガ,Mejongpepeo Pyeongchonhagwonga,메종페퍼 평촌학원가,カフェ,Cafe,カフェ・もちもちクッキー,"Cafe, Chewy Cookie",店内OK / Indoors OK,あり/Yes,ポムギェ,Beomgye,1250,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,ホギェドン,Hogye-dong,경기도 안양시 동안구 신기대로33번길 8 102호,010-5815-0468,https://www.instagram.com/maisonpepper_season2,,37.380474,126.958559,店舗単位,4,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.380474,126.958559",https://map.naver.com/p/search/메종페퍼%20평촌학원가%20경기도%20안양시%20동안구%20신기대로33번길%208%20102호,https://www.diningcode.com/profile.php?rid=sSK6XXuYYDso,"카페, 두쫀쿠"
1023,ごはん/Meal,ブランチピン アニャンピョンチョンジョム,Brunch Bin Anyangpyeongchonjeom,브런치빈 안양평촌점,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,なし/No,ポムギェ,Beomgye,560,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,クァニャンドン,Gwanyang-dong,경기도 안양시 동안구 시민대로 230 평촌아크로타워 A동 3902호,,,,37.392302,126.956521,店舗単位,4.7,24,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.392302,126.956521",https://map.naver.com/p/search/브런치빈%20안양평촌점%20경기도%20안양시%20동안구%20시민대로%20230%20평촌아크로타워%20A동%203902호,https://www.diningcode.com/profile.php?rid=Cp0WPB0fRyTL,브런치
1024,カフェ/Cafe,ソネ アニャン,Sone Anyang,소네 안양,ベーカリー,Bakery,カフェ・スコーン,"Cafe, Scone",店内OK / Indoors OK,なし/No,ピョンチョン（坪村）,Pyeongchon,1140,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,クァニャンドン,Gwanyang-dong,경기도 안양시 동안구 관양로 73,,,,37.401876,126.955258,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.401876,126.955258",https://map.naver.com/p/search/소네%20안양%20경기도%20안양시%20동안구%20관양로%2073,https://www.diningcode.com/profile.php?rid=ipUQthZPf5HO,"카페, 스콘"
1025,カフェ/Cafe,スダ アニャン,Suda Anyang,수다 안양,カフェ,Cafe,カフェ・マンゴヨーグルトスムージー,"Cafe, Manggo Yogurt Smoothie",店内OK / Indoors OK,なし/No,ピョンチョン（坪村）,Pyeongchon,920,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,クァニャンドン,Gwanyang-dong,경기 안양시 동안구 관악대로342번길 28 1층,,,,37.402317,126.961177,店舗単位,4.5,1,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.402317,126.961177",https://map.naver.com/p/search/수다%20안양%20경기%20안양시%20동안구%20관악대로342번길%2028%201층,https://www.diningcode.com/profile.php?rid=DfD9kCyUFjkb,"카페, 망고요거트스무디"
1026,ごはん/Meal,スルプル ポムギェ,Sulpul Beomgye,술풀 범계,韓国料理,Korean,料理居酒屋・ハンシクジュジョム,"Gastropub, Hansikjujeom",店内OK / Indoors OK,なし/No,ポムギェ,Beomgye,370,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,ホギェドン,Hogye-dong,경기도 안양시 동안구 평촌대로223번길 16 3층 303호,,,,37.391343,126.954716,店舗単位,3.8,5,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.391343,126.954716",https://map.naver.com/p/search/술풀%20범계%20경기도%20안양시%20동안구%20평촌대로223번길%2016%203층%20303호,https://www.diningcode.com/profile.php?rid=C5pieM2XG4vq,"요리주점, 한식주점"
1027,カフェ/Cafe,アエイオウ ホギェドン,Aeiou Hogyedong,아에이오우 호계동,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,ポムギェ,Beomgye,1430,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,ホギェドン,Hogye-dong,경기도 안양시 동안구 갈산로 82 102호,,https://www.instagram.com/cafe_aeiou,,37.379139,126.959735,店舗単位,5,1,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.379139,126.959735",https://map.naver.com/p/search/아에이오우%20호계동%20경기도%20안양시%20동안구%20갈산로%2082%20102호,https://www.diningcode.com/profile.php?rid=5KRZOEpBt6w2,"카페, 커피"
1028,カフェ/Cafe,オルェイジュソンデイ,Orweijeuseondei,올웨이즈선데이,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,インドグォン（仁徳院）,Indeogwon,410,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,クァニャンドン,Gwanyang-dong,경기도 안양시 동안구 벌말로 126,070-8299-5900,https://www.instagram.com/cafe_always_sunday/,,37.402879,126.972573,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.402879,126.972573",https://map.naver.com/p/search/올웨이즈선데이%20경기도%20안양시%20동안구%20벌말로%20126,,
1029,ごはん/Meal,ウィクルリベーグル ピョンチョンジョム,Wikeulli Bagel Pyeongchonjeom,위클리베이글 평촌점,サンドイッチ・サラダ,Sandwich & Salad,ベーグル・ベーグルサンドイッチ,"Bagel, Bagel Sandwich",店内OK / Indoors OK,なし/No,ポムギェ,Beomgye,1150,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,ホギェドン,Hogye-dong,경기도 안양시 동안구 신기대로33번길 30 1층,,,,37.381306,126.958086,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.381306,126.958086",https://map.naver.com/p/search/위클리베이글%20평촌점%20경기도%20안양시%20동안구%20신기대로33번길%2030%201층,https://www.diningcode.com/profile.php?rid=xEgkKdzqrli7,"베이글, 베이글샌드위치"
1030,カフェ/Cafe,カフェ ロリン インドグォン,Cafe Rorin Indeogwon,카페 로린 인덕원,スイーツ,Sweets,デザート・もちもちクッキー,"Dessert, Chewy Cookie",店内OK / Indoors OK,なし/No,インドグォン（仁徳院）,Indeogwon,650,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,クァニャンドン,Gwanyang-dong,경기도 안양시 동안구 관양로 201-1 1층 101호,,,,37.402741,126.969738,店舗単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.402741,126.969738",https://map.naver.com/p/search/카페%20로린%20인덕원%20경기도%20안양시%20동안구%20관양로%20201-1%201층%20101호,https://www.diningcode.com/profile.php?rid=UobD5yQMEwqY,"디저트, 두쫀쿠"
1031,カフェ/Cafe,キンバクスコーヒー ピョンチョン,Kingbakseu Coffee Pyeongchon,킹박스커피 평촌,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,ピョンチョン（坪村）,Pyeongchon,760,京畿道,Gyeonggi-do,アニャン市トンアン区,Anyang-si Dongan-gu,ピョンチョンドン,Pyeongchon-dong,경기도 안양시 동안구 흥안대로427번길 57-2 1층 107호,0507-1352-6662,,,37.390959,126.971421,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.390959,126.971421",https://map.naver.com/p/search/킹박스커피%20평촌%20경기도%20안양시%20동안구%20흥안대로427번길%2057-2%201층%20107호,https://www.diningcode.com/profile.php?rid=wSZrmF93tCNA,"커피, 카페"
1032,カフェ/Cafe,クァナクビョルジャン,Gwanakbyeoljang,관악별장,カフェ,Cafe,カフェ,Cafe,店内OK / Indoors OK,あり/Yes,クァナク（冠岳）,Gwanak,740,京畿道,Gyeonggi-do,アニャン市マナン区,Anyang-si Manan-gu,ソクスドン,Seoksu-dong,경기도 안양시 만안구 삼막로39번길 35,,,,37.424857,126.912285,店舗単位,4.5,11,ベーカリー営業,"https://www.google.com/maps/search/?api=1&query=37.424857,126.912285",https://map.naver.com/p/search/관악별장%20경기도%20안양시%20만안구%20삼막로39번길%2035,https://www.diningcode.com/profile.php?rid=VYMXb0GGyc9w,카페
1033,カフェ/Cafe,ノオルッ アニャン,Nooreut Anyang,노오릇 안양,スイーツ,Sweets,デザート・フィナンシェ,"Dessert, Financier",店内OK / Indoors OK,なし/No,アニャン（安養）,Anyang,480,京畿道,Gyeonggi-do,アニャン市マナン区,Anyang-si Manan-gu,アニャンドン,Anyang-dong,경기도 안양시 만안구 안양로323번길 36 1층 일부호,010-3643-2109,,,37.39965,126.918071,店舗単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.39965,126.918071",https://map.naver.com/p/search/노오릇%20안양%20경기도%20안양시%20만안구%20안양로323번길%2036%201층%20일부호,https://www.diningcode.com/profile.php?rid=2i1J5Qc7hL3K,"디저트, 휘낭시에"
1034,カフェ/Cafe,タルヒ ソビスシャプ アニャン,Dareuhi Seobiseusyap Anyang,다르히 서비스샵 안양,カフェ,Cafe,カフェ,Cafe,店内OK / Indoors OK,なし/No,アニャン（安養）,Anyang,130,京畿道,Gyeonggi-do,アニャン市マナン区,Anyang-si Manan-gu,アニャンドン,Anyang-dong,경기도 안양시 만안구 만안로 241-5 동진빌딩 2층 201호,010-7773-2984,https://www.instagram.com/darrhee_serviceshop,,37.401539,126.92147,店舗単位,4.8,3,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.401539,126.92147",https://map.naver.com/p/search/다르히%20서비스샵%20안양%20경기도%20안양시%20만안구%20만안로%20241-5%20동진빌딩%202층%20201호,https://www.diningcode.com/profile.php?rid=O5HnAgTlKkpH,카페
1035,ごはん/Meal,タムンシャブカルグクス,Dameunsyabeukalguksu,담은샤브칼국수,麺料理,Noodles,シャブシャブ・シャブカルグクス,"Syabeusyabeu, Syabeukalguksu",店内OK / Indoors OK,なし/No,クァナク（冠岳）,Gwanak,940,京畿道,Gyeonggi-do,アニャン市マナン区,Anyang-si Manan-gu,ソクスドン,Seoksu-dong,경기도 안양시 만안구 삼막로 77,070-5465-7657,https://www.instagram.com/cafe_oneul_haru,,37.426272,126.913887,店舗単位,4.6,12,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.426272,126.913887",https://map.naver.com/p/search/담은샤브칼국수%20경기도%20안양시%20만안구%20삼막로%2077,https://www.diningcode.com/profile.php?rid=8RQge8fS5xud,"샤브샤브, 샤브칼국수"
1036,カフェ/Cafe,トホム,Deohom,더홈,カフェ,Cafe,カフェ,Cafe,店内OK / Indoors OK,あり/Yes,クァナク（冠岳）,Gwanak,620,京畿道,Gyeonggi-do,アニャン市マナン区,Anyang-si Manan-gu,ソクスドン,Seoksu-dong,경기도 안양시 만안구 삼막로 43 1층,,,,37.423746,126.912291,店舗単位,4.7,6,ベーカリー営業,"https://www.google.com/maps/search/?api=1&query=37.423746,126.912291",https://map.naver.com/p/search/더홈%20경기도%20안양시%20만안구%20삼막로%2043%201층,https://www.diningcode.com/profile.php?rid=GfxEORLnfeDX,카페
1037,ごはん/Meal,マシタ アニャン,Masita Anyang,마시타 안양,日本料理,Japanese,居酒屋・日本料理,"Izakaya, Japanese",店内OK / Indoors OK,なし/No,クァナク（冠岳）,Gwanak,530,京畿道,Gyeonggi-do,アニャン市マナン区,Anyang-si Manan-gu,ソクスドン,Seoksu-dong,경기도 안양시 만안구 안양로 501 1층 마시타,,https://www.instagram.com/mashita_anyang,,37.413961,126.908567,店舗単位,4.6,10,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.413961,126.908567",https://map.naver.com/p/search/마시타%20안양%20경기도%20안양시%20만안구%20안양로%20501%201층%20마시타,https://www.diningcode.com/profile.php?rid=GZMPSymGwnSb,"이자카야, 일본"
